ICD Chapter Codes,ICD Chapter Names,ICD Block Names,Title,Research Summary,Inclusion Criteria
2,Neoplasms,Malignant neoplasms of male genital organs,"Randomised phase 3 trial of enzalutamide in androgen deprivation therapy with radiation therapy for high risk, clinically localised, prostate cancer","Participants are invited to take part in this research study that is testing a new treatment combination for localised prostate cancer that is going to be treated with radiotherapy. This is because they have prostate cancer that has features suggesting that its risk of recurrence after radiotherapy is higher than average. Current treatment for high risk localised prostate cancer involves radiation therapy with or without androgen deprivation therapy (ADT). Androgen deprivation therapy can have two components: 1. The main component is by stopping the release of androgen from the testicles. This is mainly done by using drugs that prevent the testicles from making androgens, and therefore reducing the levels of androgens in the body to low levels. These drugs are called luteinising releasing hormone analogues (LHRHA). This is usually part of the standard initial treatment of men in this situation. 2. The second component blocks the effects of androgens produced in other parts of the body with anti-androgen drugs. Anti-androgen drugs block testosterone and related androgens from attaching to molecules in the cancer cell called âandrogen receptors.â Blocking this attachment prevents androgens from having their effect. This might provide additional benefit in treating the cancer although this has not yet been proven. Several different types of anti-androgen drugs are available for use already. Enzalutamide is an anti-androgen drug approved for use in Europe for the treatment of adult men with metastatic prostate cancer that has continued to grow after hormone treatments and chemotherapy. The use of enzalutamide is currently experimental for localised prostate cancer. The treatment plan for these participants is androgen deprivation therapy combined with external beam radiotherapy to prevent further growth and spread of the prostate cancer. All participants will receive LHRHA treatment for 24 months and radiotherapy. Radiotherapy is standard practice and is not under investigation in this trial. Participants will be randomly allocated to either receive enzalutamide for 24 months or currently available anti-androgen therapy for 6 months. The study will compare the effectiveness of standard deprivation therapy and radiation therapy combined either with enzalutamide or with currently available anti-androgen drugs. The main aim of the study is to see which of these combinations of treatment is better for improving the survival of men in this situation. Recent studies show promising results from the use of enzalutamide in patients who had been treated with androgen deprivation therapy and were no longer responding to the standard anti-androgens. These men had prostate cancer that is at a more advanced stage than the stage of prostate cancer studied here. We want to see whether this positive effect can also be shown in men with high risk prostate cancer localised to the prostate area and planned for radiotherapy. This is the first study evaluating the potential benefit of enzalutamide in this patient group. To do this, a total of 800 participants will participate where half the participants on the study will receive enzalutamide with a LHRHA and radiation therapy and the other half (400 participants) will receive an already available anti-androgen with a LHRHA and radiation therapy. All participants on this study will receive active therapy and no placebo treatment will be used. The study is open label, meaning that both the participants and the investigators will know the treatment the participant will receive.","1. Pathological diagnosis of adenocarcinoma of the prostate, judged to be at high risk for recurrence based on any of the following (in accordance with the ISUP Consensus 2005 (13) see Appendix 3): Gleason score 810 OR Gleason score of 4+3 AND clinical T stage of â¥ T2b AND PSA â¥10ng/mL OR Gleason score 4+3 AND any clinical T stage1 AND PSA > 20ng/mL 2. Age â¥18 yrs 3. Adequate bone marrow function Hb â¥100g/L and WCC â¥ 4.0 x 109/L and platelets â¥100 x 109/L 4. Adequate liver function: ALT 30 ml/min (CockroftGault) 6. Adequate gonadal function: baseline total serum testosterone >200ng/dL (>6.9nmol/L) without replacement. 7. ECOG performance status of 01 8. Study treatment both planned and able to start within 7 days of randomisation. 9. Willing and able to comply with all study requirements, including treatment, and attending required assessments 10. Has completed the baseline HRQOL questionnaires UNLESS is unable to complete because of literacy or limited vision 11. Signed, written, informed consent"
2,Neoplasms,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue","An international field study for the reliability and validity of the Phase IV EORTC Quality of Life modules for patients with Hodgkinâs Lymphoma (EORTC QLQ-HL27), high-grade non-Hodgkinâs Lymphoma (EORTC QLQ-NHL-HG29), low-grade non-Hodgkinâs Lymphoma (EORTC QLQ-NHL-LG20), and Chronic Lymphocytic Leukaemia (EORTC QLQ-CLL17)","The aim of the project is to test the reliability and validity of four specific questionnaires that have been developed to assess the quality of life of lymphoma and chronic lymphocytic leukaemia (CLL) patients involved in clinical trials. The four specific questionaires have been developed to include symptoms, treatment related issues and any additional dimensions of quality of life specific to lymphoma and chronic lymphocytic leukaemia that are not sufficiently covered by the generic quality of life modules. The questionaires will be administered in combination with the generic EORTC QLQâC30. The EORTC QLQâC30 is a standardised questionnaire that has been developed by the European Organisation for Research and Treatment of Cancer (EORTC) that covers 30 mains symptoms and issues that may affect people with cancer. Patients will not directly benefit from participating, but in the long term we hope we will be able to offer better quality of care for all patients, because we will gain information on the quality of life and (long term) complaints of these survivors.","1. Patient has a confirmed diagnosis of HL, CLL, high-grade (aggressive) NHL, or low-grade (indolent) NHL (all histological subtypes, except for lymphoma of the skin). 2. Patient is aged 18 or above at diagnosis. No upper age limit will be set. 3. Patient understands the language of the questionnaires. 4. Patient gives written informed consent in accordance with ICH GCP and national/local regulations and procedures."
5,Mental and behavioural disorders,Mood [affective] disorders,The Modular Protocol For Mental Health (MP:MH): A pilot randomised clinical trial of a transdiagnostic psychological treatment for mood and anxiety disorders in adults,"Anxiety and mood disorders are common conditions affecting up to 20% of adults. These conditions take different forms (or diagnoses) such as Agoraphobia, Panic Disorder, Depressive Disorder, Social Anxiety Disorder, and so on. Currently, our best non-drug (psychological) treatments only focus on individual diagnoses. So, there are separate treatments for Panic Disorder, or Depressive Disorder, or Social Anxiety, etc. These 'diagnosis-specific' treatments work well for people whose problems fit neatly into a single diagnosis. However, they work far less well for people with complex problems involving multiple diagnoses? e.g., someone who is depressed and socially anxious and suffering panic attacks. In fact, 50% of patients fail to repond well to these existing treatments. We have therefore developed a new psychological treatment for anxiety and mood problems (the Modular Protocol for Mental Health [MPMH]). Instead of focusing on any single diagnosis, MPMH combines the best treatment techniques into 10 modules (with clinician instructions and materials for service-users) each of which targets problems common across all of the different mood and anxiety diagnoses (e.g., intense emotions, negative thinking, upsetting memories, distressing habits). MP:MH should therefore be a better treatment for the large numbers of individuals whose problems do not fit neatly into a single diagnosis and for whom any treatments targeting a single diagnosis would leave significant difficulties unaddressed. We have tested MPMH on a series of people ('cases'), each with a complex mixture of anxiety and mood disorders, with promising results. In this study we are examining how well MP:MH works for these more complex cases, compared to the standard treatment people receive in NHS Secondary Care. The proposed trial is a patient level twoarm trial that compares MPMH to treatment as usual for patients aged >18 years (N=50) with co-morbid mood, anxiety or stress-disorder diagnoses recruited from secondary care (the Affective Disorders Pathway of the Cambridgeshire and Peterborough NHS Foundation Trust? CPFT).","Patients aged over 18 with a primary diagnosis of a unipolar mood, anxiety or stress disorder according to the DSM-5will be eligible for inclusion. The criteria for diagnosis of depression and/or anxiety disorder will be based on the Structured Clinical Interview for the DSM (SCID-I/NP) which assesses disorders according to DSM diagnostic criteria. Participants will also need to score >10 on either the Patient Health Questionnaire (PHQ-9) or Generalised Anxiety Disorder -7 item scale (GAD-7). Eligible participants will be prepared to: provide their name, phone number and address? provide the name and address of a local general practitioner? provide written informed consent? and be available to attend regular (i.e., weekly) sessions throughout treatment"
13,Mental and behavioural disorders,"Neurotic, stress-related and somatoform disorders",Children with OCD: Identifying Acceptable Support Strategies for Parents (CO-ASSIST),"Obsessive-compulsive disorder (OCD) is a severe and debilitating emotional disorder that frequently begins in childhood. The effect of obsessions and compulsions are not only distressing for a child experiencing them but also for the childâs parents/ carers. Without adequate support, the role of caring for children and young people can pose a significant burden to parents/carers. There is currently little evidence on how parents/carers and professionals view parental/carer support needs or the help they would find most useful. For this study funded by the NIHR Research for Patient Benefits programme, we will use qualitative mixed methods to identify workable ways of providing support that would meet the needs of parents/carers of children with OCD. Participants will be recruited from a range of NHS and third sector services and settings. The study has three phases, which will include a different set of participants for each phase (though some overlap is possible). Phase 1) We will invite 25-30 parents/carers to participate in a one-one interview. Separately we will hold 3-4 focus groups (of 6-8) with professionals who work with young people with OCD. Interviews and focus groups will be used to better understand parent/carer support needs. Phase 2) We will invite 18-25 key stakeholders (parents/carers, charities, clinicians, OCD researchers) to attend a one-day event where evidence from phase 1 will be discussed to identify strategies and resources to meet parents/carers needs. Phase 3) A panel of ten parents/carers and professionals will attend a meeting to discuss findings from phase 2 in order to inform the design of a potential intervention to support parents/carers of children with OCD. This study was initiated and designed through consultation with UK OCD charities and parents/carers and PPI involvement will continue throughout the research process. NB. All research activities will be undertaken remotely due to Covid-19.","Parent Sample: Parents/carers of children or young people aged 8-18 who have a diagnosis of OCD. The specified age range criteria for CYP is in accordance with NICE Clinical Guidelines for OCD (2005) which cover individuals from a minimum age of 8, the earliest point at which a diagnosis can usually be determined. We will also include parents of children who have recently (defined as within the last year) exceeded the age of 18 or who are not currently in their caregiver role, yet whose parenting/caring experience is still reflective of the needs of current parents/carers of CYP in this age range. A parentsâ/carersâ self-reported acknowledgement of their childâs formal diagnosis of OCD is adequate to meet to the objective of this study, avoiding the need for more formal potentially intrusive methods involving a formal proxy diagnostic measures or access to medical notes.Interpreters will be available for participants who are unable to speak English. Professional Sample: Professionals who have experience of working with Children and Young People with OCD (including OCD focused research). The same inclusion criteria applies to all phases of the study."
4,"Endocrine, nutritional and metabolic diseases",Diabetes mellitus,Perspectives on Accessing Type 2 Diabetes Services (ERY). Version 1.,"Title Service Usersâ Perspectives on Accessing Type 2 Diabetes Mellitus Services within the East Riding of Yorkshire Background In the UK, 3.2 million people were diagnosed with diabetes in 2013 of which 90% of people are diagnosed with type 2. Diabetes related complications incur significant costs to the patient and NHS. To reduce the risk of complications NICE recommends yearly health checks and treatment targets. For people with type 2 diabetes in the East Riding of Yorkshire, 71.7% received all care processes, whilst only 37.8% achieved the treatment targets. Rational Capturing the perceptions of type 2 diabetes service users in the East Riding of Yorkshire will give further insight into the reasons for not meeting guidelines on reducing the risk of associated diabetes complications. Potential Benefits The findings will support relevant parties to further deliver effective, service user driven care within the East Riding of Yorkshire to suit type 2 diabetes service usersâ needs in conjunction with delivering national and local standards of care. This may help to reduce spending. Study Design This study will be undertaken using sequential mixed research methods, taking a two staged approach. Stage one involves in-depth face-to-face interviews and focus group discussions with the findings being used to develop a questionnaire (stage two), which will also be peer reviewed by Hull and District Diabetes Support Group prior to distribution. The study ends 4 weeks after the last sent questionnaire. Recruitment Adults diagnosed with type 2 diabetes will be recruited from G.P. surgeries, retinal screening and the diabetes centre databases. Care home staff will be recruited by direct contact with care homes. Funding was awarded partly through North Yorkshire and Humber Research Development service and Hull District Support group. The funding from Hull District Support group was open for all UK researchers and was awarded after peer review.",Interview - Adult service users with type 2 diabetes who do not attend: â¢Patients with type 1 diabetes. â¢Adult service users diagnosed with type 2 diabetes who reside within the East Rising of Yorkshire who do attend their diabetes related appointments. Focus Group - Adults with type 2 diabetes: â¢Diagnosed with type 1 Diabetes. â¢Have not participated in the face-to-face in depth interviews. Questionnaire - Adults with type 2 diabetes: â¢Diagnosed with type 1 Diabetes. â¢Have not participated in the face-to-face in depth interviews or focus group discussions.
5,Mental and behavioural disorders,"Schizophrenia, schizotypal and delusional disorders",A Community-Based Intervention to Improve Health-Related Quality of Life in Children and adolescents of Parents with Serious Mental Illness: Feasibility Study,"Many children grow up with a parent who is experiencing a mental illness. These may be mild, short-term illnesses that are easily treatableÍ¾ however, some parental mental illness is severe and long-standing such as schizophrenia or bipolar disorder. Studies have shown that children living or in regular contact with a parent with a severe mental illness, can be vulnerable to maltreatment, neglect and stigma and are at risk of developing mental health or behavioural problems, leading to a poor quality of life (QoL). Since 2011, the NSPCC has been providing and evaluating a programme called Family SMILES which aims to improve childrenâs self-esteem, enhance parentsâ protective abilities and improve parent-child relationships. This 3-year study builds on the NSPCCâs Family SMILES programme to produce an enhanced intervention, called Young SMILES, which aims to produce specific benefits for childrenâs health and functioning, and can be flexibly delivered within and outside NHS services. In Phase I (approved - 198409) we worked with children and parents/carers with severe mental illness, adults who had grown up with mentally ill parents, health, social care, education and voluntary sector professionals to develop Young SMILES. In Phase II 60 families will take part in a feasibility Randomised Controlled Trial (RCT) over 12-months. Half will receive Young SMILES and half usual care. We will collect data at the start (baseline), 3 months (primary endpoint),at 6 and 12 months follow-up, on childrenâs health-related QoL, mental health literacy and problem-solving, depression and anxiety, family functioning and parent-child relationship, health and social care use. Practitioners from the NHS, Social Care and the Voluntary Sector will deliver the intervention. We will look at recruitment rates, randomisation procedures, intervention adherence and drop-out, describe the outcomes and costs and identify the most appropriate way to carry out a future larger-scale RCT.","1. Children 6-16 years of parents diagnosed with serious mental illness (e.g. schizophrenia, bipolar disorder, psychosis). 2. Parents/carers with serious mental illness and their partners who may or may not have any mental health problems. The focus of our project is the children and their outcomes, rather than the parents. Therefore, we do not intend to carry out full clinical interviews with the parents and report diagnostic codes. We shall accept the primary and secondary diagnoses reported by a key health professional, such as the GP, care coordinator and key worker, as most of these parents are likely to receive secondary care or be monitored in primary care. This can be gleaned during referral into the study or, in the case of a self-referral by the parent, we shall obtain the diagnosis by contacting the parentâs appropriate care coordinator, e.g. GP or CPN, following the parentâs permission to do so. 3. Children must have at least 10 hrs contact with the parent/carer with serious mental illness. (The children do not necessarily have to live with a mentally ill parent). 4. The parents/carers understand the purpose and remit of the intervention for themselves and their children and consent to their and their childâs attendance and completion of outcome measures and interviews. 5. The child/children understand the purpose and remit of the intervention and consent, if competent, to attend group sessions and complete outcome measures and interviews. 6. The parents and children can understand basic written and verbal information in English. 7. The children have some awareness of the parentâs mental illness, confirmed by the parent and/or the appropriate care coordinator. If the children have no awareness of the parentâs illness, we will discuss how the parent and care coordinator can prepare the children before they start group work."
14,Diseases of the genitourinary system,Renal failure,Dialyse@home: a mixed methods pilot study of home haemodialysis,Home haemodialysis is an important but underused therapy in the UK. This study will explore the experience of home haemodialysis from the perspective of patients and carers and will also examine health care costs. The study will be in 2 phases. In the main part of the study 20 patients will be asked to complete and test questionnaires at two time points. These will ask about their experiences of dialysis at home. The second part of the study will involve interviews with 10 patients and carers to explore their individual experiences and see whether there are other topics that we should also be including in future work. As part of this work we will examine new ways to look at value beyond financial systems â for example the time involved in caring. The results of this work will be used to prepare for a larger study about home haemodialysis.,Prevalent home dialysis patients â¢ Established on home haemodialysis â¢ Capacity to give written informed consent to participate in the study â¢ Able to speak and read English Carers of prevalent home dialysis patients â¢ Carers of prevalent home dialysis patients â¢ Capacity to give written informed consent to participate in the study â¢ Able to speak and read English
5,Mental and behavioural disorders,Unspecified mental disorder,Development of a new outcome measure in forensic psychiatric services,"This project aims to find out what it means for patients in forensic psychiatric services to be making progress in their care from the perspective of patients and the professionals. The next step will be to develop a tool, most likely to be a type of questionnaire, to measure how people are doing. This would cover a range of areas, such as how the patientsâ mental health is, the level of risk they pose to themselves or other people, how good their quality of life is and how well they are progressing towards rehabilitation back in to society. Professionals working in forensic psychiatric services in the UK will be asked to fill in a survey about what they think are the most important things to measure. There will also be several faceâto-face events, including focus groups of professionals, to further explore the themes that come up. Patients will also be interviewed in depth to gain their views about what is important. A panel of both patients and professionals will be presented with information from the earlier stages and asked to rate the areas that they think are most important to measure. This will happen repeatedly, until there is agreement about the most important areas. The research team will then design questions that address these areas and ask the panel to decide which questions are the best. This will produce a new tool consisting of one set of questions for patients and another for professionals. Patients and professionals will be asked to complete these questionnaires and feedback whether they make sense and if any improvements can be made to the language, order or presentation.","Patients â¢ Participant is willing and able to give informed consent for participation in the study. â¢ Male or Female, aged 18 years or above. â¢ Patients must be currently under the care of specialised forensic mental health teams. â¢ Patient is identified by their clinical team as suitable to participate. â¢ Patients must have at least one diagnosis of a mental illness (ICD 10 F codes). Professionals â¢ Participant is willing and able to give informed consent for participation in the study. â¢ Male or Female, aged 18 years or above. â¢ Any professional involved in the delivery, commissioning or research of forensic mental health services (this may include nurses, occupational therapists, psychologists, psychiatrists, social workers, commissioners and academics)."
3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Certain disorders involving the immune mechanism,Development and function of human immune cells,"The purpose of this study is to investigate the development of human immune cells. We have a special interest in Natural Killer (NK) cells in reproduction and cancer. Development of NK cells is only partially understood and a better knowledge of how NK cells develop from progenitor cells, how they relate to other lineages and how they function may improve our understanding of NK function in health and disease. The biology of NK cells is regulated by variable receptors (known as KIR), which are typically determined by DNA genotyping. Human tonsils are the most suitable and accessible tissue rich in progenitors of NK cells.","Adult male or female patients undergoing elective tonsillectomy for benign conditions, capable of giving informed consent."
13,Diseases of the musculoskeletal system and connective tissue,Other joint disorders,Scaling Up Quality Improvement for Surgical Teams: avoiding surgical site infection and anaemia at the time of surgery: a randomised controlled trial,"We are undertaking a cluster randomised controlled trial to assess the effectiveness and cost-effectiveness of the Breakthrough Series Collaborative (BSC) method for improving outcomes in patients undergoing elective total hip and knee replacement surgery. A BSC is a learning system that brings together a large number of teams to seek improvement in a focused topic area. We will recruit 40 acute Trusts in England performing hip and knee replacement surgery. Twenty Trusts will be randomised to receive support to implement a pre-operative screening protocol for the detection and decolonisation of patients with methicillin-sensitive staphylococcus aureus (MSSA), and the other 20 a protocol for detecting and treating anaemia pre-operatively. The Trusts will act as control sites for each other. Both these initiatives have been demonstrated to improve outcomes for patients and have been recommended for use in the NHS; however, neither has been widely taken up. Teams from participating Trusts will come together at three group learning events to review evidence, governance arrangements, business cases, communication strategies, etc. related to their allocated protocol. Between events, teams will be supported to test and implement changes in their local settings and collect data to measure impact. Trust Board approval for participation will include a commitment to providing support locally. Trust teams will be involved in the trial for 17 months; after the trial the Trusts will have the option of being trained in the alternate protocol. Patient level outcomes include measuring infection and blood transfusion rates; and process measures include Trust adherence to protocol. In addition there will be a qualitative assessment of the process.",â¢ NHS Acute Trust â¢ Commitment from Trust Executive that consent to participate will be provided if Trust is recruited.
4,"Endocrine, nutritional and metabolic diseases",Malnutrition,Managing malnutrition in later life: exploring the views and dietary practices of older people at risk of malnutrition and their carers,"Malnutrition is a serious condition that occurs when a personâs diet lacks the amount of nutrients they need. It is a common problem in older people that can lead to weight loss, weakness and tiredness. If left unchecked, it can cause older people to become underweight, and more prone to severe illness and hospitalisation. Malnutrition can go unnoticed in the early stages as it can be difficult to recognise, and General Practitioners or practice nurses may not have the time or have received training on how to deal with this condition. Currently, little is known about the dietary choices made by older people at risk of malnutrition, how it is recognised and acted upon, and how it can be improved. Alongside this, older people may be prone to dehydration as a result of not drinking enough, loss of fluid or a combination of both. When you get older your sense of thirst can be reduced and you may not realise that you are not drinking enough. Dehydration can make you feel unwell and can lead to hospital admission if not addressed. We currently donât know enough about older peopleâs views around hydration, what they do to make sure they drink enough and what support they might need. In this study, we will interview older people who are underweight or at risk of malnutrition and friend/family carers of older people who need help to prepare their meals. We will explore the decisions they make about the food they buy and eat, their knowledge about dietary needs in later life, the advice and support they might need and the best place to seek support. We will also ask older people and their carers for their views on how primary care could support nutritional and healthy eating and drinking advice e.g. from the GP, practice nurse or health care assistant. This study will lead to further work in which we would explore ways primary care can help older people make changes to their diet in order to maintain a healthy weight and drink enough and receive all the nutrients they need.","Community dwelling people (including those living in supported housing), aged > = 75 years old, identified to be malnourished or at risk of malnutrition (BMI< 20 or estimated to be low by clinician). We will include participants who are not able to communicate in English, if they can provide consent, assisted if needed by a translator. We will include people with mild to moderate dementia if they have capacity to consent, are able to feed themselves and can identify a person who supports them in planning, purchasing or preparing their food to be interviewed with them."
12,Diseases of the skin and subcutaneous tissue,Disorders of skin appendages,Developing and feasibility testing guidelines for the management of acne vulgaris in community pharmacy,"Acne is one of the most skin conditions affecting 80% of those aged between 13 and 18 years of age and there is a wide and confusing range of treatments available, ranging from general sale list to pharmacy only to prescription only and even specialist only. Marketing surrounding this product group and the social consequences of acne may result in patient demands or perceived preferences, which may influence the recommendations of health professionals. Although clinical guidelines for acne exist,the role of pharmacists in helping patients to self-care is generally not covered. In the present study we will undertake semi-structured interviews with dermatologists to obtain insight into their perspectives on the management of acne in pharmacies. The data generated from these interviews will aid the development of questions for a Delphi process in an attempt to gain consensus from an expert panel on the severity of acne which should be managed in pharmacies, the criteria that should prompt pharmacists to refer patients with acne to their GP and the most suitable over the counter treatment options for acne. This information will be used to aid the development of a guideline that can be used to help pharmacists who request treatment for acne in pharmacies. We will also conduct semi-structured interviews with the pharmacists who have used the guideline in practice to explore their views on the usefulness of the guideline in practice.","For the dermatologists: 1. Employed at consultant level 2. Having an interest in the management of acne Member of the Delphi panel will be identified through dermatology networks and will include those with experience in the management of acne. The group will include dermatologists, specialist nurses, pharmacists and patient representatives."
6,Diseases of the nervous system,"Nerve, nerve root and plexus disorders",Objective dynamic description of facial co-contractions and facial dominance in the general population,"In the context of lack of research describing normal patterns of facial co-contractions, this project aims to elucidate this research question by measuring objective patterns in healthy subjects. This will allow to define a baseline for assessing patients with facial nerve pathology and subsequent treatments.","Adult volunteers with no previous history of facial palsy or previous facial surgery. Staff, patient relatives and patients without previous facial injuries attending QVH will be invited to participate."
8,Diseases of the ear and mastoid process,Other disorders of ear,"Treating Auditory impairment and CogniTion: A randomised, single-blind, parallel, pilot trial in older adults with mild cognitive impairment and hearing loss of an intervention to provide and support hearing aid use vs a healthy ageing intervention for dementia risk.","It is a new finding that hearing loss is major risk factor for subsequent dementia. Hearing loss increases dementia risk more than lacking education, being diabetic or depressed or having a poor diet. Therefore, untreated hearing loss may be a missed opportunity to delay and prevent dementia in a substantial number of people, but we need research to find out if treating hearing loss is effective. We want to find out if a hearing aid intervention can prevent or delay the onset of dementia in older adults who are at greater risk of developing dementia (i.e. those with mild cognitive impairment). Before we can do a full trial to answer this question, we need to run a pilot trial to see if we can recruit participants and assess the acceptability of the proposed interventions. We plan to compare two interventions in this pilot trial. The hearing intervention will involve hearing aid provision and support over four sessions, while the healthy ageing intervention will involve standard audiological care (i.e. the participant will be informed of their hearing loss and advised to see their GP) and four one-to-one sessions with a researcher on behavioural changes that can promote healthy ageing and may reduce risk of progression from mild cognitive impairment to dementia. We will recruit people aged 55 years and over, who have a diagnosis of mild cognitive impairment and evidence of hearing loss. Participants will be recruited from local London memory services and the trial visits will be conducted in the participantsâ homes. Each eligible participant will receive seven visits over six months, including the four intervention sessions. At two of the visits (baseline and follow up) they will be asked to complete some cognitive and mood assessments.","1. Clinical diagnosis of mild cognitive impairment (diagnosed or confirmed in the last year) 2. 55 years of age or older 3. Living in the community (not in hospital or residential care) 4. Mental capacity to provide informed consent for trial procedures 5. Audiomentric hearing impairment (Participants must have adult-onset hearing impairment with a four-frequency pure tone average (0.5, 1, 2, 4 kHz) in the better-hearing ear of > = 30 decibels Hearing Level (dB HL) and < 70 dB HL) 6. Phoneme recognition in quiet score more than or equal to 60 (A phoneme recognition in quiet score < 60% suggests hearing impairment that may be too severe to benefit from conventional amplification devices such as hearing aids) 7. Willingness to participate, be randomised and adhere to the protocol Inclusion criteria for communication partner: Communication partners (CP) are adults (18+ years) who communicate with the participant on a daily or near-daily basis (4 days a week or more often), and who are able and willing to participate in the trial. Friends or relatives can also support the main participant through the assessments and intervention in the trial without consenting themselves as a CP research participant. If a friend or relative is supporting the main participant with the intervention, but they are unwilling to be consented as CP research participants themselves, we will record for each study visit that this support exists, but no other assessments will be administered."
6,Diseases of the nervous system,Other degenerative diseases of the nervous system,Oxford Genetic Frontotemporal Dementia Initiative (Oxford GENFI),"Frontotemporal dementia (FTD) is a common cause of young onset dementia. Its effect on people of working age with young families represents a major health and economic burden on society. The only known risk factors for FTD at present are genetic with abnormalities (mutations) in three genes accounting for the majority of familial FTD. There are now promising avenues for treatment of these disorders but we still do not know when drugs should be started or how we should measure the response to treatment. This study investigates people with or who are at genetic risk of FTD, including people who have developed symptoms and those who have a high risk of developing symptoms in the future because they are family members of someone who carries an FTD gene. Study participants will have psychology testing, brain imaging, blood tests and spinal fluid collection (by lumbar puncture) in order to investigate the patterns of change in these different tests over time. The results will help us to understand the disease from its very earliest stages. It is expected that 80 participants will be seen in Oxford, being assessed three times in total. The key outcomes of the study are to (1) improve understanding of how brain systems break down in genetic FTD and how this break down relates to the underlying behavioural and cognitive deficits, (2) develop markers which help identify the disease at its earliest stage, and (3) develop markers that allow the progression of the disease to be tracked. The eventual aim will be to use these markers in future clinical trials of drugs in genetic FTD. The results of this project will also lead to improvement in the recognition and diagnosis of genetic FTD as well as provide improved information about prognosis for patients and members of their family.","1. Participant has capacity to give informed consent 2. Participant is 18 years old or older 3. Participant has an identified informant. 4. Participant can tolerate neuroimaging, e.g. not claustrophobic, can lie still."
2,Neoplasms,Malignant neoplasms of thyroid and other endocrine glands,A phase I/II study evaluating the safety and activity of Pegylated recombinant human Arginase (BCT-100) in Relapsed/refractory cancers of Children and young adults,"PARC is an international phase I/II trial evaluating the safety and activity of pegylated recombinant human arginase (BCT-100) in children and young people with relapsed/refractory leukaemia, neuroblastoma, sarcoma and high grade gliomas (brain cancers). Currently the outcomes for these patients are poor and the therapeutic options are limited with a significant toxicity burden. Therefore new treatments which work in different ways to standard chemotherapy are urgently needed. Research has shown that arginine (a nutrient) is important in the survival of cancer cells. BCT-100 is a drug which can deplete arginine levels and starve cancer cells â a completely new approach. BCT-100 has been tested in adults and shown to be active with almost no side-effects. This trial will test whether this dose of BCT-100 is also safe and active in children and young adults with relapsed/refractory leukaemia, neuroblastoma, sarcoma and high grade glioma. The trial will also study how BCT-100 is broken down in the body and look for new biological markers of treatment response. Up to 64 children and young adults with relapsed cancers will be recruited over 2 years.","â¢ Aged 1- < 25 years old â¢ Histologically confirmed disease in one of the following four cohorts. Patients with and without metastatic lesions are eligible. o Cohort 1 - Acute lymphoblastic leukaemia (ALL) and acute myeloid leukaemia (AML) o Cohort 2 - Neuroblastoma o Cohort 3 - Sarcoma o Cohort 4 - High grade glioma (as defined by 2016 WHO CNS classification) â¢ Radiological or laboratory evidence of disease progression (during or after completion of first line treatment) or any subsequent recurrence â¢ Measurable bone marrow disease (cohort 1) or at least one evaluable radiological site of disease (cohort 2, 3 and 4) â¢ Adequate liver function defined as a total bilirubin < 1.5x the upper limit of normal for age and ALT < 3x the upper limit of normal for age â¢ Normal ECG â¢ Documented negative pregnancy test for female patients of childbearing potential within 7 days of trial entry â¢ Sexually active patients must agree to use adequate and appropriate contraception while on study drug and for 12 months following treatment discontinuation â¢ Written informed consent given by patient and/or parents/legal representative"
9,Diseases of the circulatory system,Ischaemic heart diseases,Dose Effect Relationship of a Single Dose of Rituximab on the Kinetics of B Lymphocytes in Patients with Acute STSegment Myocardial Infarction,"Heart attacks are caused by blockages of arteries in the heart. This is treated by unblocking the artery with a balloon and stent during a procedure called primary percutaneous coronary intervention (PPCI). Despite this therapeutic advance, up to 50% of the final heart attack size is caused by this treatment, by a process termed reperfusion injury. Reperfusion injury contributes to the persistent morbidity and mortality suffered by 15% of heart attack patients at 6 months, despite successful PPCI. The immune system plays a pivotal role in orchestrating reperfusion injury. We have demonstrated in animal models that selective depletion of B cells reduces the size of the heart attack size and preserves heart function. The objective of RITA-MI is to assess if a CD20 monocolonal antibody - rituximab, used to successfully treat rheumatoid arthritis, can be repurposed to safely suppress the B cell immune response at the time of an acute heart attack, thereby allowing further study into its ability to reduce heart attack size, promote healing and thereby improving clinical outcome.",1. Acute anterior STEMI treated with successful PPCI with stent implantation in the culprit lesion within 24 hours of symptom onset 2. Written informed consent
