ICD Chapter Codes,ICD Chapter Names,ICD Block Names,Title,Research Summary,Inclusion Criteria
9,Diseases of the circulatory system,Ischaemic heart diseases,Diagnostic accuracy of cardiovascular magnetic resonance versus computed tomography with fractional flow reserve in suspected coronary artery disease,"Coronary heart disease is the leading cause of death and disability in the UK. Restricted blood flow to the heart causes chest pain or sometimes a heart attack. Good treatments are available but we first need to identify who has a problem. We can use an invasive test called a âcoronary angiogramâ: to identify any blood vessel narrowings or blockages. However, the test can be painful, and there is a risk of things going wrong. Therefore, guidelines recommend using scans first, as they are safer and less unpleasant. It remains uncertain which is the most accurate type of scan. National guidelines currently recommend a specific scan called âcomputed tomography coronary angiographyâ, or CTCA. This helps to rule out disease in some patients who donât have a problem. However, about half the patients who donât have a problem will also seem to have something wrong according to this scan. This can be very worrying for patients, especially as they may then need a âcoronary angiogramâ test to check if they really do have a narrowing . Computed tomography fractional flow reserve (CT-FFR) is an exciting new test which uses a supercomputer to analyse the CTCA scan pictures. A few studies involving carefully selected patients show that this is more accurate than using a CTCA scan alone. However, before we start using it more widely (which means the NHS needs many more scanners), we need to compare it with other types of scans. Currently, the best performing is a heart magnetic resonance imaging (MRI) scan. A bonus with MRI is that it doesnât use radiation, and recent innovations may make it even more accurate. Our study will determine which approach is more accurate, benefitting patients and the NHS by helping avoid unnecessary unpleasant tests which require hospital admission.","Patients aged > = 18years Referred for invasive coronary angiography for investigation of chest pain Willing and able to give informed consent Willing and able (in the Investigators opinion) to comply with all study requirements. Willing to allow his or her General Practitioner and consultant, if appropriate, to be notified of participation in the study. Able to understand written English"
2,Neoplasms,Malignant neoplasms of digestive organs,,"Background: An adverse event (AE) is any unfavourable sign, symptom or disease, temporarily associated with the use of a treatment, but that may or may not be considered related to the treatment. The current system for reporting AEs, the Common Terminology Criteria for Adverse Event (CTCAE) relies on the clinicianâs interpreting patient symptoms. The value of patient self-reports of AEs and other Patient Reported Outcome Measures (PROMs) has been recognised by clinicians, regulatory authorities and health-care commissioners. Once eRAPID is developed, it will allow patients to: electronically report AEs through an online questionnaire; get advice on how to manage mild symptoms and when to seek medical advice; and an alert will be sent straightaway to a patients doctor or specialist nurse when patients report serious adverse events (SAE). The proposed work described in this form relates to the sub-study in Bristol to undertake the usability testing of the eRAPID system following surgery for UGI cancer. Objectives: The aim of this project is to test the usability of the eRAPID system with patients and surgical oncology staff after patients are discharged from hospital following their surgery. Study Sample: The participant sample will comprise two groups: patients who are undergoing surgery for UGI cancer (N=30-40) and health professional staff involved in their care (N=5). Study measures: Patients will be asked to complete symptom questionnaire 2-3 days after discharge, 5-7 after discharge and then weekly up until 8 weeks has passed since they were discharged. Patient-reported outcome questionnaires (EQ-5D) will also be posted or given to patients at 4 and 8 weeks post discharge. Health professional staff involved in the care of patients will be asked to monitor electronic reports generated by patient completion of the questionnaire via the eRAPID system and be asked to provide feedback on the study.","Patients: 1) Have a diagnosis of UGI cancer? 2) Have completed surgery for UGI cancer (e.g. oesophagectomy, Whipples procedure, hemi or partial hepatectomy, gastrectomy, distal pancreatectomy)? 3) Are ready (or nearly ready) for hospital discharge? 4) Have English as a first language? 5) Are able to comply with the follow-up procedure? 6) Have access to a computer/tablet and internet access to access the system from home (with/without help from a relative/carer/friend). 7) Aged 18 years or older Staff: Staff involved in the post-operative care of UGI cancer patients"
5,Certain infectious and parasitic diseases,Other bacterial diseases,Antibiotic Reduction and Conservation in Hospitals (ARK-Hospital),"Antibiotics kill bacteria, but donât cure viral infections. When sick patients arrive at hospital, doctors have to work out whether they have a bacterial infection, viral infection, or another illness. This is difficult, because initial symptoms can be very similar (e.g. cough, temperature). Finding out exactly why a patient is sick takes a while, so it makes sense to give antibiotics initially. However, Department of Health guidance recommends stopping antibiotics when it becomes clear that they arenât needed anymore. This could be because doctors work out that the patient never had a bacterial infection, or because they have got better. Stopping antibiotics when they arenât needed reduces the chances of disease-causing and other gut bacteria becoming resistant to antibiotics. It is also important because antibiotics kill âfriendlyâ gut bacteria. But stopping antibiotics when they are no longer needed often doesnât happen. Sometimes this is âjust in caseâ or thinking âbetter safe than sorryâ, or because of the myth that antibiotic courses must be completed to avoid resistance. This research will test whether a package of strategies can help doctors, nurses, pharmacists and patients stop antibiotics in hospital when they are no longer needed. The package includes internet-based training, standard systems to review patients, regular support from pharmacists/infection specialists, and materials for patients. First, we will test the package in one hospital to make sure that it is practical (âfeasibility studyâ). We will then implement the package in 1-3 more hospitals, testing how many people use it and improving the package (âinternal pilotâ). If we meet specific criteria, we will implement the package in 36 hospitals in total (âmain trialâ). We will compare mortality and antibiotic use in patients admitted to general medicine before and after its introduction using data from electronic hospital records from admission to 90 days later.","For NHS Trusts to participate in phase I, II or III of the evaluation, the only inclusion criteria are â¢ Acute or district general NHS Trust admitting patients to acute/general medicine â¢ Willing to implement the intervention in healthcare professionals involved in antibiotic prescribing or administration in adult acute/general medicine, and able to identify a local âchampionâ to lead this â¢ Able to provide the required routine electronic data on adult patients admitted to acute/general medicine over the required time periods For patients and relatives/carers providing anonymous acceptability questionnaires and invited to take part in the interview studies, the only inclusion criteria are â¢ Admitted to acute/general medicine either themselves, or a close friend or family member who supported the patient during their inpatient stay and antibiotic treatment â¢ Received a course of antibiotic treatment started in hospital in the last 7-14 days â¢ Willing to be complete an anonymous questionnaire OR willing and able to give informed consent for participation in the interview study (respectively) â¢ Male or female, aged 18 years or above For local champions invited to take part in interview studies and healthcare workers invited to take part in focus groups, the only inclusion criteria are being willing to be interviewed or attend a focus group respectively."
5,Mental and behavioural disorders,Unspecified mental disorder,"A qualitative enquiry into the urban nature experiences of mental health service users, seeking to understand if and how contact with urban nature improves subjective wellbeing and mental health for people with severe and enduring mental health difficulties.","Why? The aim of our study is to explore if and how contact with urban nature improves wellbeing for people with complex mental health difficulties. Many studies from different disciplines cite benefits of nature for wellbeing, but most have been carried out with general populations, often excluding people with complex mental health difficulties. We hope that our findings will inform urban design and patient care via a range of decision makers: public health policy makers; city planners; landscape designers; clinical commissioning groups; NHS health and social care trusts; mental health charities; nature and wildlife organisations. What? The study is based around using arts-methods to hear patientsâ past and present experiences of nature, especially urban nature. Who? Adults over 18 who are current clients of two of Sheffieldâs Social Care NHS Foundation Trust community mental health recovery services â one provides intensive rehabilitation and recovery teams, delivering packages of care to people in their own homes as alternative to hospital accommodation; another is a recovery service focussing on recovery, independence and social inclusion for people with complex mental health issues. Where? Participants will attend a non-clinical city centre community arts venue. Taster sessions will be offered both at the venue and at clinical locations. How? Arts-based workshops, successfully used with users of Sheffieldâs mental health support groups, will be offered to adult NHS mental health service users with complex mental health difficulties. An initial taster session will be offered followed by 6 weeks two-hour arts-based sessions, run by an experienced arts-facilitator and researcher. Sessions will provide activities (e.g. writing, art, collage, photography, mapping) which explore service usersâ experiences of and feelings about nature in the context of their wellbeing. Subject to participant wishes and consent, recovery workers may attend or support and the series of workshops will culminate in a celebratory exhibition.","Participants will be adults over the age of 18 who have enduring and/or complex mental health difficulties. They will, at the time of the study, be clients of Sheffield Health and Social Care NHS Foundation Trust Community mental health recovery services, receiving support in the community and/or their own homes from CERT or East Glade services in Sheffield."
9,Diseases of the circulatory system,Ischaemic heart diseases,Optimising Secondary PRevention and quality of life following EarlY Cardiac Rehabilitation: OSPREY-CR,"Cardiac Rehabilitation (CR) is a health care programme for people with heart disease. Although exercise training and decreasing inactivity remain the cornerstone of many CR programmes, effective rehabilitation involves other important things, such as helping with medication, improving diet and mental wellbeing and assisting with quitting smoking. The services provided by CR programmes can improve cardiovascular risk factor profiles, reduce cardiovascular disease progression and improve patients' health and wellbeing. However, suitable access to services and programme adherence is required, if patients are to benefit from a comprehensive CR programme. Aims 1) Explore the reasons underpinning patient adherence to, and attrition from early CR. 2) Explore which aspects of CR patients believe are important for improving health-related quality of life, and adhere to (or intend to adhere to) once they leave early CR. 3) Understand how current practice attempts to support patients' adherence to longer-term health behaviour change and CR core components. 4) Develop solutions to support patients with adherence to components of CR, facilitating the maintenance of behaviour change for long-term health and wellbeing. Objectives: 1a) Access CR service data (where available) to assess referral rates, uptake and adherence in six centres across the UK. 1b) Use questionnaires to explore why patients adhere to and dropout of the early stages of CR. This will take place at three time-points (baseline - when patients enrol on to early CR, 6 weeks - prior to discharge from early CR and six months - when the patient has left CR). 2) Explore patients' and professional's experiences of, and attitudes towards, the core components of CR (exercise training/ physical activity; medication adherence; dietary guidelines; stopping smoking) via semi-structured interviews. 3) Implement a two-day workshop, with patients, and health care professionals (HCPs) to collaboratively design user-centered interventions to improve long-term adherence to CR components.","- Can provide written informed consent. - Age > = 18 years. - No evidence of cognitive impairment which will limit the ability to follow basic instructions. - Patients who fall within the National Audit of Cardiac Rehabilitation priority groups (NACR). These include Myocardial Infarction (MI), MI + Percutaneous Coronary Intervention (PCI), PCI, and Coronary Artery Bypass Graft(CAGB) and Heart Failure)."
2,Neoplasms,Malignant neoplasms of male genital organs,"POPS: A randomised phase II trial assessing PostÂ­Operative use of ProSpare, a rectal obturator in prostate cancer radiotherapy","Surgery to remove the prostate gland is one of the ways of treating prostate cancer. Some patients receive radiotherapy after surgery to the area where the prostate was removed from, known as the prostate bed, if the cancer may not have been completely removed. Radiotherapy to the prostate bed can cause side effects, which can cause bowel and bladder symptoms as well as reducing sexual function. To improve the accuracy in delivering the radiotherapy, a device called ProSpare, a singleÂ­use disposable device is inserted by the patient into the rectum daily at each radiotherapy treatment. The radiotherapy treatment takes around 15 minutes each day. This device has already been tested in patients having prostate radiotherapy and was well tolerated, with good treatment accuracy and a reduction in dose received by the rectum was calculated. Other ways to identify the treatment area have been tested, including the insertion of markers into the prostate bed, however, this procedure does have associated risks. The device will help us to identify where the treatment area is at each radiotherapy session. ProSpare can be âseenâ on the standard scans taken before a radiotherapy treatment and treatment position will be adjusted before each daily treatment using this information. Patients will be randomly selected to either have standard treatment or use ProSpare daily with adjusted setÂ­up margins, prior to this, patients will complete a quality of life questionnaire. During and after treatment, patients will be asked questions and given questionnaires to complete, asking about bowel, urinary and sexual function. We will look at the results in each group and see if treatment with ProSpare has a benefit in improving the side effects from radiotherapy. If a benefit is seen, then our aim would be for ProSpare guided radiotherapy to become part of the standard treatment for prostate bed radiotherapy.",Age > 18 years Patient has undergone radical prostatectomy Histologically confirmed prostatic cancer Patient due to receive postÂ­operative prostate bed radiotherapy either in the adjuvant or salvage setting WHO performance status 0Â­1 at randomisation Able to independently complete patient questionnaires Normal anal tone assessed on PR Written informed consent
10,Diseases of the respiratory system,Other acute lower respiratory infections,Avon Community Acquired Pneumonia Study (Avon CAP): A Pan-Pandemic Acute Lower Respiratory Tract Disease Surveillance Study,"Acute respiratory infection affects large numbers of people worldwide. Older people have higher disease incidence, suffering reduced quality of life and increased mortality. Previous studies defining the burden of adult respiratory infection are limited - they required either an identified cause (microbiological diagnosis) or Chest-Xray change (radiological diagnosis). This results in underestimates of adult disease because some cases arenât counted. In 2019, SARS-CoV-2 virus (coronavirus or COVID-19) emerged causing a worldwide pandemic. This is a new human pathogen, and there is no pre-existing immunity. We do not understand fully how this virus causes disease, nor the risk-factors for poor outcomes (including death). We also donât know how this virus interacts with other bacteria and viruses that cause human disease. This is important - if we can determine how these infections interact with each other and the consequences for affected individuals, we may be able to offer better vaccination strategies (disease prevention) and/or treatments. Other infections important in adult respiratory disease are pneumococcus and RSV (a cold virus). There are new vaccines available for adult use, but as we donât know the true disease burden of these infections, we cannot determine if using these vaccines in adults would be worthwhile. Participating hospitals will capture key data on all patients admitted with respiratory illness that are generated by clinical teams treating these patients (including demographics, co-morbidities, outcomes and results of investigations undertaken by medical teams). Patients will be invited to participate in the consented study involving additional testing for pneumococcal and RSV infection. This will identify more cases of these infections than routine testing. These data will help to accurately define the true amount of disease caused by respiratory illness, determine the subgroups of disease and the impact of COVID-19 on respiratory disease.","1. Aged > = 18 years of age 2. Patients hospitalized with illness with following 2 characteristics: a. Acute illness (i.e., present for 28 days or less); AND b. Evidence of acute LRTD: i. Patients with current or suspected COVID-19, or previous proven COVID-19 within last 28 days; OR ii. Clinical or radiologic diagnosis of pneumonia or an acute LRTI; OR iii. New onset or worsening of > = 2 of following 8 LRTD symptoms or clinical findings: 1. fever (> 38.0Â°C/100.4Â°F) or hypothermia (< 35.5Â°C) before or within 24 hours of enrolment 2. pleuritic chest pain; 3. cough (including nocturnal only); 4. sputum production or purulence; 5. dyspnea (shortness of breath) including orthopnea/exertional only; 6. tachypnea (respiratory rate > = 20/min); 7. abnormal auscultatory findings suggestive of LRTD 8. radiologic finding that is consistent with LRTD, including pneumonia, and/or acute congestive heart failure. URINARY ANTIGEN DETECTION (UAD) AND RESPIRATORY PATHOGEN CONTROL GROUP Individuals must meet all of the following inclusion criteria: 1. Age 18 years and older. 2. Informed consent document signed and dated by patient 3. Individuals who are willing and able to provide urine and respiratory swab"
6,Diseases of the nervous system,Episodic and paroxysmal disorders,Usage of bio-signals to detect epileptic seizures,"Epilepsy is one of the most common neurological disorders, affecting about 0.6% of the population worldwide and 750,000 people in the United Kingdom (Sander et al. 2003). About 1 in 3 of all people with epilepsy do not respond to any medication and continue to have uncontrolled seizures with consequent serious implications including a high risk of mortality (Forsgren et al. 2005). Early detection and treatment of seizures could potentially decrease the risk associated with epilepsy including mortality. Bio-signals obtained from non-EEG sensors may assume an important role in seizure detection. Increasing evidence has been produced by investigations analysing electrocardiogram, heart rate, movements, changes in skin temperature and sweating. Unobtrusive wearable sensors measuring these bio-signals are becoming increasingly available to the public. Data may be transmitted to the care team enabling a rapid recognition on a real-time basis raising the possibility of timely interventions that prevent further deterioration. However epilepsy is characterized by different type of seizures and an optimal combination of sensors might be required consider the patient-specific seizure type. We will monitor 48 consenting adult patients with epilepsy routinely referred to the Neurophysiology Departments at Kingâs College Hospital and Guyâs and St Thomasâ Hospitals for prolonged EEG recordings (telemetry, home-video telemetry (HVT)and polysomnography(PSG))using wearable bio-sensors. The sensors are designed for continuous acquisition of body temperature, cardiovascular parameters, movements, muscle activity and sweating. The focus of this study is to assess the performance of sensors in seizures detection (as compared with EEG), to establish the optimal combination according to seizure types and to evaluate the acceptability of their use. This project is integral part of RADAR-CNS which receives funding from the Innovative Medicines Initiative 2 Joint Undertaking under grant agreement No 115902. This Joint Undertaking receives support from the European Unionâs Horizon 2020 research and innovation programme and EFPIA.",Eligibility criteria Inclusion criteria for patients: (i) diagnosis of epilepsy (ii) between the ages of 18 â 65 (the upper age limit was set to account for physiological changes in cardiovascular and autonomic parameters which are more prominent after the age of 65 and which may alter the study results).
13,Diseases of the musculoskeletal system and connective tissue,Disorders of bone density and structure,The BLAST OFF (Bisphosphonate aLternAtive regimenS for the prevenTion of Osteoporotic Fragility Fractures) Study.,"Osteoporosis is a condition where bones become weak and fragile and can easily break. Suffering from one fragility fracture doubles your chance of having another. These fractures can affect a personâs life significantly and contribute to significant costs to the UK health service. Bisphosphonates are used to treat osteoporosis and help prevent fractures. The most commonly used bisphosphonate treatment is Alendronate, but taking it correctly is complicated and side-effects are common. Therefore only 1 in 4 people continue with Alendronate beyond 2 years. There are different forms of bisphosphonates that can be given in different ways and frequencies and may be more acceptable and tolerated by patients. The study will look at how effective different bisphosphonate regimens are compared to Alendronate at preventing fractures, whether the reduction in fracture risk can be achieved at reasonable financial cost and establish acceptability of different approaches to patients. The study will be completed in 3 stages. Stage 1A will update a systematic review to inform which regimens are most effective at reducing fractures and provide the best value for money. Stage 1B will consist of qualitative semi-structured interviews from a sample of stakeholders in receipt of or involved in the delivery of different bisphosphonate regimens, in order to identify which regimens are most acceptable to patients. Stage 2 will use focus groups and workshops to discuss uncertainties from Stage 1 and identify the most important outstanding questions for future research. This ethical review and information provided relates to Stage 1B. Stage 1A does not involve participants so does not require ethical review. Stage 2 will be conducted by the Royal Osteoporosis Society. Participants will not be invited via NHS organisations and no identifiable information will be collected. Use of the Health Research Authority decision tool identifies Stage 2 does not require ethical review.","Adults over the age of 18 with the ability to give informed consent. There is no maximum age range. Participants of all genders will be included. Participants will need to come from one of the following stakeholder groups: â¢ GPs â¢ Patients who started on oral bisphosphonates within the last 24 months for prevention of fragility fractures â¢ Secondary care specialist clinicians (nurses, consultants) involved in the treatment of osteoporosis â¢ Patients receiving hospital based (intravenous) bisphosphonate treatments for prevention of fragility fractures who began treatment within the last 24 months â¢ Clinical academics involved in osteoporosis research â¢ Specialist clinicians (nurses, consultants) from the osteoporosis service in Nottingham and Sheffield with insight into alternate bisphosphonate treatments â¢ Patients receiving alternate bisphosphonate treatments for prevention of fragility fractures who began treatment within the last 24 months â¢ Commissioners involved in osteoporosis services"
9,Diseases of the circulatory system,"Diseases of arteries, arterioles and capillaries",Peri-Vascular adipose tissue inflammation Evaluated using coronary CT angiography,"The P-VECT study will determine the effectiveness of a new measurement technique looking at the inflammation in the coronary arteries supplying blood to the heart. Coronary CT angiograms (CCTAâs) are routine scans used to check for narrowing in the coronary arteries, which can lead to heart attacks. The new measurement uses the same scans to look outside the coronary arteries, at the surrounding fat tissue â it is called the Fat Attenuation Index (FAI). The fat is altered by the presence of inflammation in the arteries, and this can be picked up by the FAI method. Inflammation in the coronary arteries is thought to be a prime cause of sudden heart attack, even when there are no significant narrowings. P-VECT will involve scans of 200 patients with inflammation in their arteries, following them for 8 months while they either undergo routine treatment with statins and aspirin (which are known to reduce coronary artery inflammation), or will not receive treatment. The patients will be recruited from hospitals in Oxford, Leicester and London. By looking at the differences in FAI over time in these 2 groups, the researchers will gain valuable data on how sensitive this new measurement is to changes in coronary artery inflammation. The data will help design of further trials to assess the clinical effectiveness of FAI.","Male or Female, aged 30 to 80 years CCTA scan within previous 3 months showing mild coronary artery plaques (< 50% luminal stenosis) with a high FAI value (> 70.1 HU). No definite clinical indication for statin treatment (i.e. do not have either cholesterol > 6.5 mM, or cholesterol > 5.0 mM and QRISK score > 10%). Clinical equipoise for statin and aspirin treatment, as determined by the local treating physician. In these patients, there is clinical equipoise because routine treatment with aspirin and statin is not mandated by current guidelines, but the presence of minor coronary artery plaques is frequently interpreted by clinicians as an indication for aspirin and statin treatment. Accordingly, some patients in this group typically receive aspirin and statin treatment, whereas others do not. Willing and able (in the Investigators opinion) to comply with all study requirements. Willing to allow his or her General Practitioner and consultant, if appropriate, to be notified of participation in the study. Able to understand both verbal or written English"
3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Coagulation defects, purpura and other haemorrhagic conditions",Head-Us Scoring System: Assessment of the real-world impact of ultrasound on disease management and treatment decision-making in moderate and severe haemophilia,"Ultrasound represents a promising technique for the assessment of joint health in persons with heamophilia (PWH) by non-imaging specialists. The haemophilia Early Arthropathy Detection with Ultrasound (HEAD-US) programme has been developed with the aim of integrating joint ultrasound in the routine assessment of PWH through the use of a simplified scoring system. The inter-operator reliability of the technique among European haemophilia treaters has been validated and described elsewhere. This study aims to assess the real-world impact of ultrasound on disease management and treatment decision making in children (â¥6 years of age), adolescents and adults with haemophilia and to understand the true extent of ultrasound as a diagnostic tool compared with thorough physical examination. The study is designed as a cross-sectional, multicentre study to be carried out across Europe. 12-month retrospective data will be collected and patients will be assessed on clinical visits for up to 12 months from the start of the study (at 4, 8 and 12 months). Eligible participants for this study will be patients undergoing joint examination with ultrasound using the HEAD-US protocol as part of their routine clinical assessment. They will have a confirmed diagnosis of moderate (FVIII/FIX:C 1â 5%) or severe (FVIII/FIX:C-5%) haemophilia A or haemophilia B and be aged â¥6 years. They will be either on a prophylactic or an on-demand treatment regime. Joints with a previous history of surgery and joints with damage as a result of causes other than haemophilia-related bleeding will be excluded from the study. A minimum of 200 participants will be recruited to the study with each of the centres enrolling 30-40 participants. The primary outcome of the study will be any change in treatment including management of a bleed and/or change in routine treatment protocol as a result of ultrasound findings.",Moderate (FVIII/FIX:C 1-5%) and severe (FVIII/FIX:Cm <1%) patients with haemophilia A or be aged > or equal to 6
18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",General symptoms and signs,The STAR trial: Evaluation of a care pathway for patients with long-term pain after knee replacement,"Total knee replacement involves replacing the painful knee joint with an artificial joint. It is a major operation and people often experience some pain in the first three months after surgery. However, around one in five patients report moderate or severe pain after this initial recovery period. We call this âlong-termâ pain. We know that many people do not receive or seek care for long-term pain. Improving care and support for people with long-term pain after knee replacement will benefit patients, the NHS and society. Our proposed study will run a trial of a new, best care pathway to see if it is of benefit to patients with long-term pain after knee replacement. We will recruit 380 patients with pain at 3 months after knee replacement from four hospitals in the UK. Two-thirds of patients will be randomly chosen to receive the STAR care pathway and one-third of patients will receive the usual care that their hospital provides. The STAR pathway involves a clinic appointment with a healthcare professional to better understand the possible causes of pain after knee replacement. People will then be referred to see relevant health professionals for treatment as needed, such as physiotherapists, orthopaedic surgeons, GPs, or pain specialists. We may decide that for some people the most appropriate course of action is to regularly monitor their pain, and then begin treatment if the pain worsens. We will ask everyone in the study to complete questionnaires after 6 months and 12 months to see if the STAR care pathway improves patientsâ pain. We will also collect information to compare the cost of providing both treatments. The findings from this study will help us to know if providing the STAR care pathway can improve patientsâ outcomes after knee replacement and is good value for money to invest NHS resources.","Patients aged 18 years and over. Patients who received a primary total knee replacement for osteoarthritis at a participating NHS Trust Patients who have pain in their operated knee at 2-3 months after surgery, defined as a score of ?14 on the 7 pain items of the Oxford Knee Score."
16,Certain conditions originating in the perinatal period,Other disorders originating in the perinatal period,Consecutive fetal MRI in cases of Congenital diaphragmatic hernia.,"We have noticed from follow up of babies who have had 2 magnetic resonance imaging (MRI) scans before they were born (fetal MRI, when mum was pregnant) for a condition called congenital diaphragmatic hernia (CDH) that in the cases where 2 scans have been performed and there has been a reduction in the lung size that although these babies are well enough to undergo surgery after birth but that they have died unexpectedly within a few days of seemingly successful surgery. This is a pilot project that will include a fetal MRI scan all cases of CDH at the time of diagnosis (usually within a few days of the ultrasound scan performed at 20 weeks of pregnancy) as part of standard clinical care and a second fetal MRI scan in the pregnancies that continue (this will be a research scan and extra to what is offered as part of clinical care). The imaged obtained will be used to gain information on lung size. The babies notes will be reviewed after birth to find out how they are, what surgery was performed and what was found at surgery. We will use this information to see if it suggests that any change specific changes in lung size can predict how the babies will do.",Females only as this is a study in pregnancy. Lower age limit set so that all patients can give informed consent themselves. Upper age limit set as beyond this it is unlikely to be a naturally conceived pregnancy.
2,Neoplasms,Malignant neoplasms of female genital organs,An international phase III randomised study to evaluate the efficacy of maintenance therapy with olaparib and cediranib or olaparib alone in patients with relapsed platinum-sensitive ovarian cancer following a response to platinum-based chemotherapy,"Ovarian carcinoma is the fifth commonest cause of cancer death in women in the UK. Platinum-based chemotherapy remains the cornerstone of treatment. Despite advances in treatment, about 80% of women with advanced ovarian cancer have a recurrence that is ultimately fatal. Patients who relapse > 6 months after completing first-line platinum-based chemotherapy are retreated with further platinum-based chemotherapy regimens. The median survival after first relapse is about 40 months. Two novel biological agents, cediranib targeting blood vessel growth, and olaparib targeting DNA repair processes, have individually led to an improvements in ovarian cancer control. A combination of these drugs has also demonstrated greater activity than either of them alone. The aim of the ICON9 trial is to improve progression free and overall survival by adding maintenance therapy (treatment used to slow the growth or return of cancer after initial treatment) with cediranib and olaparib in patients who have relapsed > 6 months after completing platinum-based chemotherapy. We also seek to determine the effects of treatment on the quality of life, and to find cancer markers which may help identify which treatments patients are most likely to benefit from. Patients who have responded to a minimum of 4 cycles of platinum based chemotherapy will be randomised for maintenance treatment with either olaparib and cediranib or olaparib alone. The maintenance regimen may be continued even if the disease has worsened, as indicated by CT scan, if the clinician believes the patient is still deriving benefit. Trial treatment must be discontinued if further cancer treatment is started. ICON9 will be undertaken internationally in approximately 70 sites. The target accrual is 618 patients. The trial is funded by Cancer Research UK and AstraZeneca. It is sponsored by University College London and coordinated by the CR UK & UCL Cancer Trials Centre.","1. Histologically proven diagnosis of high grade serous or endometrioid carcinoma of the ovary, fallopian tube or peritoneum, progressing more than 6 months after day 1 of the last cycle of first-line platinum-based chemotherapy and requiring treatment with second-line platinum-based chemotherapy. Patients may be included post-surgery for relapsed disease if undertaken more than 6 months after progression from first-line therapy. 2. Patients must have had CT or MRI proven relapsed disease (measureable by RECIST 1.1 or non-measureable abnormalities supported by GCIG CA125 criteria of progression), or have had debulking surgery for first relapse. 3. Patients showing response to chemotherapy mid-treatment (post 3 or 4 cycles), either by GCIG CA125 criteria or âpartial responseâ on CT/MRI scan, or no evidence of progression having undergone surgical debulking, should be approached for ICON9 trial registration to allow for BRCA mutation status to be assessed (germline and/or somatic). 4. Completed a minimum of 4 cycles (and maximum of 6 cycles) of platinum-based chemotherapy for first relapse (2nd line treatment) with at least a partial response on imaging (CT or MRI) by RECIST 1.1 if measureable disease, or CA125 response by GCIG criteria if non-measurable disease. No CT/MRI or CA125 evidence of progression after surgical debulking and chemotherapy (above). 5. Prior front-line maintenance therapy with bevacizumab is permitted. 6. ECOG performance status 0-1. 7. Adequate bone marrow function, liver and renal function. 8. Availability of archival diagnostic tumour sample or tumour samples at relapse if patient has undergone further biopsy or surgical debulking. 9. Adequately controlled blood pressure (systolic blood pressure [SBP] < = 140 mmHg; diastolic blood pressure [DBP] < = 90mmHg) on maximum of 3 antihypertensive medications."
5,Mental and behavioural disorders,Disorders of psychological development,UK National Autism Diagnostic Services survey 2020,"This application forms Workpackage 2 of an overarching study: ""A Realist Evaluation of Autism ServiCe Delivery (RE-ASCeD): Which diagnostic pathways work best, for whom, when, and at what cost?"". The overarching studyâs aims are to examine existing models of Autism diagnostic service delivery in order to investigate which approaches offer high quality, timely solutions and how much these cost, and the factors that underpin their success. Ultimately, the aim is to inform the commissioning and delivery of high-quality diagnostic services which offer a positive experience for children and families and result in individualized, needs-based and holistic packages of care. Autism diagnosis takes place in a variety of settings including Paediatric Services (e.g. Child Development Teams and Services (CDTs), Child Adolescent Mental Health Services (CAMHS) and Tertiary centres. Within each individual service, the care pathways and multidisciplinary team contributions may vary. The aim of WP2 is to undertake a comprehensive mapping of autism diagnostic services, utilising a survey, in order to identify the range and variation in service models, and any innovative approaches. The survey will seek to gain an understanding of barriers and facilitators to the delivery of high quality, timely, and individualised service delivery to families. The findings will be used to establish a sampling frame for the selection of case study sites (WP3). The study is funded by NHS England. Recruitment will be via NHS organisations and professional networks.","Lead clinicians for childhood autism diagnostic assessment teams (children age 1-18 years), or someone who they nominate."
